"Tick","Id","GroupId","SurvivalLevel","Utility"
28.0,5,5,97.10000000000016,0.0
28.0,2,2,97.10000000000016,0.0
28.0,0,0,97.10000000000016,0.0
28.0,9,9,97.10000000000016,0.0
28.0,4,4,97.10000000000016,0.0
29.0,7,7,97.00000000000017,0.0
29.0,1,1,97.00000000000017,0.0
29.0,6,6,97.00000000000017,0.0
29.0,8,8,97.00000000000017,0.0
29.0,3,3,97.00000000000017,0.0
29.0,5,5,97.00000000000017,0.0
29.0,2,2,97.00000000000017,0.0
29.0,0,0,97.00000000000017,0.0
29.0,9,9,97.00000000000017,0.0
29.0,4,4,97.00000000000017,0.0
30.0,7,7,96.90000000000018,0.0
30.0,1,1,96.90000000000018,0.0
30.0,6,6,96.90000000000018,0.0
30.0,8,8,96.90000000000018,0.0
30.0,3,3,96.90000000000018,0.0
30.0,5,5,96.90000000000018,0.0
30.0,2,2,96.90000000000018,0.0
30.0,0,0,96.90000000000018,0.0
30.0,9,9,96.90000000000018,0.0
30.0,4,4,96.90000000000018,0.0
31.0,7,7,96.80000000000018,0.0
31.0,1,1,96.80000000000018,0.0
31.0,6,6,96.80000000000018,0.0
31.0,8,8,96.80000000000018,0.0
31.0,3,3,96.80000000000018,0.0
31.0,5,5,96.80000000000018,0.0
31.0,2,2,96.80000000000018,0.0
31.0,0,0,96.80000000000018,0.0
31.0,9,9,96.80000000000018,0.0
31.0,4,4,96.80000000000018,0.0
32.0,7,7,96.70000000000019,0.0
32.0,1,1,96.70000000000019,0.0
32.0,6,6,96.70000000000019,0.0
32.0,8,8,96.70000000000019,0.0
32.0,3,3,96.70000000000019,0.0
32.0,5,5,96.70000000000019,0.0
32.0,2,2,96.70000000000019,0.0
32.0,0,0,96.70000000000019,0.0
32.0,9,9,96.70000000000019,0.0
32.0,4,4,96.70000000000019,0.0
33.0,7,7,96.6000000000002,0.0
33.0,1,1,96.6000000000002,0.0
33.0,6,6,96.6000000000002,0.0
33.0,8,8,96.6000000000002,0.0
33.0,3,3,96.6000000000002,0.0
33.0,5,5,96.6000000000002,0.0
33.0,2,2,96.6000000000002,0.0
33.0,0,0,96.6000000000002,0.0
33.0,9,9,96.6000000000002,0.0
33.0,4,4,96.6000000000002,0.0
34.0,7,7,96.5000000000002,0.0
34.0,1,1,96.5000000000002,0.0
34.0,6,6,96.5000000000002,0.0
34.0,8,8,96.5000000000002,0.0
34.0,3,3,96.5000000000002,0.0
34.0,5,5,96.5000000000002,0.0
34.0,2,2,96.5000000000002,0.0
34.0,0,0,96.5000000000002,0.0
34.0,9,9,96.5000000000002,0.0
34.0,4,4,96.5000000000002,0.0
35.0,7,7,96.4000000000002,0.0
35.0,1,1,96.4000000000002,0.0
35.0,6,6,96.4000000000002,0.0
35.0,8,8,96.4000000000002,0.0
35.0,3,3,96.4000000000002,0.0
35.0,5,5,96.4000000000002,0.0
35.0,2,2,96.4000000000002,0.0
35.0,0,0,96.4000000000002,0.0
35.0,9,9,96.4000000000002,0.0
35.0,4,4,96.4000000000002,0.0
36.0,7,7,96.30000000000021,0.0
36.0,1,1,96.30000000000021,0.0
36.0,6,6,96.30000000000021,0.0
36.0,8,8,96.30000000000021,0.0
36.0,3,3,96.30000000000021,0.0
36.0,5,5,96.30000000000021,0.0
36.0,2,2,96.30000000000021,0.0
36.0,0,0,96.30000000000021,0.0
36.0,9,9,96.30000000000021,0.0
36.0,4,4,96.30000000000021,0.0
37.0,7,7,96.20000000000022,0.0
37.0,1,1,96.20000000000022,0.0
37.0,6,6,96.20000000000022,0.0
37.0,8,8,96.20000000000022,0.0
37.0,3,3,96.20000000000022,0.0
37.0,5,5,96.20000000000022,0.0
37.0,2,2,96.20000000000022,0.0
37.0,0,0,96.20000000000022,0.0
37.0,9,9,96.20000000000022,0.0
37.0,4,4,96.20000000000022,0.0
38.0,7,7,96.10000000000022,0.0
38.0,1,1,96.10000000000022,0.0
38.0,6,6,96.10000000000022,0.0
38.0,8,8,96.10000000000022,0.0
38.0,3,3,96.10000000000022,0.0
38.0,5,5,96.10000000000022,0.0
38.0,2,2,96.10000000000022,0.0
38.0,0,0,96.10000000000022,0.0
38.0,9,9,96.10000000000022,0.0
38.0,4,4,96.10000000000022,0.0
39.0,7,7,96.00000000000023,0.0
39.0,1,1,96.00000000000023,0.0
39.0,6,6,96.00000000000023,0.0
39.0,8,8,96.00000000000023,0.0
39.0,3,3,96.00000000000023,0.0
39.0,5,5,96.00000000000023,0.0
39.0,2,2,96.00000000000023,0.0
39.0,0,0,96.00000000000023,0.0
39.0,9,9,96.00000000000023,0.0
39.0,4,4,96.00000000000023,0.0
40.0,7,7,95.90000000000023,0.0
40.0,1,1,95.90000000000023,0.0
40.0,6,6,95.90000000000023,0.0
40.0,8,8,95.90000000000023,0.0
40.0,3,3,95.90000000000023,0.0
40.0,5,5,95.90000000000023,0.0
40.0,2,2,95.90000000000023,0.0
40.0,0,0,95.90000000000023,0.0
40.0,9,9,95.90000000000023,0.0
40.0,4,4,95.90000000000023,0.0
41.0,7,7,95.80000000000024,0.0
41.0,1,1,95.80000000000024,0.0
41.0,6,6,95.80000000000024,0.0
41.0,8,8,95.80000000000024,0.0
41.0,3,3,95.80000000000024,0.0
41.0,5,5,95.80000000000024,0.0
41.0,2,2,95.80000000000024,0.0
41.0,0,0,95.80000000000024,0.0
41.0,9,9,95.80000000000024,0.0
41.0,4,4,95.80000000000024,0.0
42.0,7,7,95.70000000000024,0.0
42.0,1,1,95.70000000000024,0.0
42.0,6,6,95.70000000000024,0.0
42.0,8,8,95.70000000000024,0.0
42.0,3,3,95.70000000000024,0.0
42.0,5,5,95.70000000000024,0.0
42.0,2,2,95.70000000000024,0.0
42.0,0,0,95.70000000000024,0.0
42.0,9,9,95.70000000000024,0.0
42.0,4,4,95.70000000000024,0.0
43.0,7,7,95.60000000000025,0.0
43.0,1,1,95.60000000000025,0.0
43.0,6,6,95.60000000000025,0.0
43.0,8,8,95.60000000000025,0.0
43.0,3,3,95.60000000000025,0.0
43.0,5,5,95.60000000000025,0.0
43.0,2,2,95.60000000000025,0.0
43.0,0,0,95.60000000000025,0.0
43.0,9,9,95.60000000000025,0.0
43.0,4,4,95.60000000000025,0.0
44.0,7,7,95.50000000000026,0.0
44.0,1,1,95.50000000000026,0.0
44.0,6,6,95.50000000000026,0.0
44.0,8,8,95.50000000000026,0.0
44.0,3,3,95.50000000000026,0.0
44.0,5,5,95.50000000000026,0.0
44.0,2,2,95.50000000000026,0.0
44.0,0,0,95.50000000000026,0.0
44.0,9,9,95.50000000000026,0.0
44.0,4,4,95.50000000000026,0.0
45.0,7,7,95.40000000000026,0.0
45.0,1,1,95.40000000000026,0.0
45.0,6,6,95.40000000000026,0.0
45.0,8,8,95.40000000000026,0.0
45.0,3,3,95.40000000000026,0.0
45.0,5,5,95.40000000000026,0.0
45.0,2,2,95.40000000000026,0.0
45.0,0,0,95.40000000000026,0.0
45.0,9,9,95.40000000000026,0.0
45.0,4,4,95.40000000000026,0.0
46.0,7,7,95.30000000000027,0.0
46.0,1,1,95.30000000000027,0.0
46.0,6,6,95.30000000000027,0.0
46.0,8,8,95.30000000000027,0.0
46.0,3,3,95.30000000000027,0.0
46.0,5,5,95.30000000000027,0.0
46.0,2,2,95.30000000000027,0.0
46.0,0,0,95.30000000000027,0.0
46.0,9,9,95.30000000000027,0.0
46.0,4,4,95.30000000000027,0.0
47.0,7,7,95.20000000000027,0.0
47.0,1,1,95.20000000000027,0.0
47.0,6,6,95.20000000000027,0.0
47.0,8,8,95.20000000000027,0.0
47.0,3,3,95.20000000000027,0.0
47.0,5,5,95.20000000000027,0.0
47.0,2,2,95.20000000000027,0.0
47.0,0,0,95.20000000000027,0.0
47.0,9,9,95.20000000000027,0.0
47.0,4,4,95.20000000000027,0.0
48.0,7,7,95.10000000000028,0.0
48.0,1,1,95.10000000000028,0.0
48.0,6,6,95.10000000000028,0.0
48.0,8,8,95.10000000000028,0.0
48.0,3,3,95.10000000000028,0.0
48.0,5,5,95.10000000000028,0.0
48.0,2,2,95.10000000000028,0.0
48.0,0,0,95.10000000000028,0.0
48.0,9,9,95.10000000000028,0.0
48.0,4,4,95.10000000000028,0.0
49.0,7,7,95.00000000000028,0.0
49.0,1,1,95.00000000000028,0.0
49.0,6,6,95.00000000000028,0.0
49.0,8,8,95.00000000000028,0.0
49.0,3,3,95.00000000000028,0.0
49.0,5,5,95.00000000000028,0.0
49.0,2,2,95.00000000000028,0.0
49.0,0,0,95.00000000000028,0.0
49.0,9,9,95.00000000000028,0.0
49.0,4,4,95.00000000000028,0.0
50.0,7,7,94.90000000000029,0.0
50.0,1,1,94.90000000000029,0.0
50.0,6,6,94.90000000000029,0.0
50.0,8,8,94.90000000000029,0.0
50.0,3,3,94.90000000000029,0.0
50.0,5,5,94.90000000000029,0.0
50.0,2,2,94.90000000000029,0.0
50.0,0,0,94.90000000000029,0.0
50.0,9,9,94.90000000000029,0.0
50.0,4,4,94.90000000000029,0.0
51.0,7,7,94.8000000000003,0.0
51.0,1,1,94.8000000000003,0.0
51.0,6,6,94.8000000000003,0.0
51.0,8,8,94.8000000000003,0.0
51.0,3,3,94.8000000000003,0.0
51.0,5,5,94.8000000000003,0.0
51.0,2,2,94.8000000000003,0.0
51.0,0,0,94.8000000000003,0.0
51.0,9,9,94.8000000000003,0.0
51.0,4,4,94.8000000000003,0.0
52.0,7,7,94.7000000000003,0.0
52.0,1,1,94.7000000000003,0.0
52.0,6,6,94.7000000000003,0.0
52.0,8,8,94.7000000000003,0.0
52.0,3,3,94.7000000000003,0.0
52.0,5,5,94.7000000000003,0.0
52.0,2,2,94.7000000000003,0.0
52.0,0,0,94.7000000000003,0.0
52.0,9,9,94.7000000000003,0.0
52.0,4,4,94.7000000000003,0.0
53.0,7,7,94.6000000000003,0.0
53.0,1,1,94.6000000000003,0.0
53.0,6,6,94.6000000000003,0.0
53.0,8,8,94.6000000000003,0.0
53.0,3,3,94.6000000000003,0.0
53.0,5,5,94.6000000000003,0.0
53.0,2,2,94.6000000000003,0.0
53.0,0,0,94.6000000000003,0.0
53.0,9,9,94.6000000000003,0.0
53.0,4,4,94.6000000000003,0.0
54.0,7,7,94.50000000000031,0.0
54.0,1,1,94.50000000000031,0.0
54.0,6,6,94.50000000000031,0.0
54.0,8,8,94.50000000000031,0.0
54.0,3,3,94.50000000000031,0.0
54.0,5,5,94.50000000000031,0.0
54.0,2,2,94.50000000000031,0.0
54.0,0,0,94.50000000000031,0.0
54.0,9,9,94.50000000000031,0.0
54.0,4,4,94.50000000000031,0.0
55.0,7,7,94.40000000000032,0.0
55.0,1,1,94.40000000000032,0.0
55.0,6,6,94.40000000000032,0.0
55.0,8,8,94.40000000000032,0.0
55.0,3,3,94.40000000000032,0.0
55.0,5,5,94.40000000000032,0.0
55.0,2,2,94.40000000000032,0.0
55.0,0,0,94.40000000000032,0.0
55.0,9,9,94.40000000000032,0.0
55.0,4,4,94.40000000000032,0.0
56.0,7,7,94.30000000000032,0.0
56.0,1,1,94.30000000000032,0.0
56.0,6,6,94.30000000000032,0.0
56.0,8,8,94.30000000000032,0.0
56.0,3,3,94.30000000000032,0.0
56.0,5,5,94.30000000000032,0.0
56.0,2,2,94.30000000000032,0.0
56.0,0,0,94.30000000000032,0.0
56.0,9,9,94.30000000000032,0.0
56.0,4,4,94.30000000000032,0.0
57.0,7,7,94.20000000000033,0.0
57.0,1,1,94.20000000000033,0.0
57.0,6,6,94.20000000000033,0.0
57.0,8,8,94.20000000000033,0.0
57.0,3,3,94.20000000000033,0.0
57.0,5,5,94.20000000000033,0.0
57.0,2,2,94.20000000000033,0.0
57.0,0,0,94.20000000000033,0.0
57.0,9,9,94.20000000000033,0.0
57.0,4,4,94.20000000000033,0.0
58.0,7,7,94.10000000000034,0.0
58.0,1,1,94.10000000000034,0.0
58.0,6,6,94.10000000000034,0.0
58.0,8,8,94.10000000000034,0.0
58.0,3,3,94.10000000000034,0.0
58.0,5,5,94.10000000000034,0.0
58.0,2,2,94.10000000000034,0.0
58.0,0,0,94.10000000000034,0.0
58.0,9,9,94.10000000000034,0.0
58.0,4,4,94.10000000000034,0.0
59.0,7,7,94.00000000000034,0.0
59.0,1,1,94.00000000000034,0.0
59.0,6,6,94.00000000000034,0.0
59.0,8,8,94.00000000000034,0.0
59.0,3,3,94.00000000000034,0.0
59.0,5,5,94.00000000000034,0.0
59.0,2,2,94.00000000000034,0.0
59.0,0,0,94.00000000000034,0.0
59.0,9,9,94.00000000000034,0.0
59.0,4,4,94.00000000000034,0.0
60.0,7,7,93.90000000000035,0.0
60.0,1,1,93.90000000000035,0.0
60.0,6,6,93.90000000000035,0.0
60.0,8,8,93.90000000000035,0.0
60.0,3,3,93.90000000000035,0.0
60.0,5,5,93.90000000000035,0.0
60.0,2,2,93.90000000000035,0.0
60.0,0,0,93.90000000000035,0.0
60.0,9,9,93.90000000000035,0.0
60.0,4,4,93.90000000000035,0.0
61.0,7,7,93.80000000000035,0.0
61.0,1,1,93.80000000000035,0.0
61.0,6,6,93.80000000000035,0.0
61.0,8,8,93.80000000000035,0.0
61.0,3,3,93.80000000000035,0.0
61.0,5,5,93.80000000000035,0.0
61.0,2,2,93.80000000000035,0.0
61.0,0,0,93.80000000000035,0.0
61.0,9,9,93.80000000000035,0.0
61.0,4,4,93.80000000000035,0.0
62.0,7,7,93.70000000000036,0.0
62.0,1,1,93.70000000000036,0.0
62.0,6,6,93.70000000000036,0.0
62.0,8,8,93.70000000000036,0.0
62.0,3,3,93.70000000000036,0.0
62.0,5,5,93.70000000000036,0.0
62.0,2,2,93.70000000000036,0.0
62.0,0,0,93.70000000000036,0.0
62.0,9,9,93.70000000000036,0.0
62.0,4,4,93.70000000000036,0.0
63.0,7,7,93.60000000000036,0.0
63.0,1,1,93.60000000000036,0.0
63.0,6,6,93.60000000000036,0.0
63.0,8,8,93.60000000000036,0.0
63.0,3,3,93.60000000000036,0.0
63.0,5,5,93.60000000000036,0.0
63.0,2,2,93.60000000000036,0.0
63.0,0,0,93.60000000000036,0.0
63.0,9,9,93.60000000000036,0.0
63.0,4,4,93.60000000000036,0.0
64.0,7,7,93.50000000000037,0.0
64.0,1,1,93.50000000000037,0.0
64.0,6,6,93.50000000000037,0.0
64.0,8,8,93.50000000000037,0.0
64.0,3,3,93.50000000000037,0.0
64.0,5,5,93.50000000000037,0.0
64.0,2,2,93.50000000000037,0.0
64.0,0,0,93.50000000000037,0.0
64.0,9,9,93.50000000000037,0.0
64.0,4,4,93.50000000000037,0.0
65.0,7,7,93.40000000000038,0.0
65.0,1,1,93.40000000000038,0.0
65.0,6,6,93.40000000000038,0.0
65.0,8,8,93.40000000000038,0.0
65.0,3,3,93.40000000000038,0.0
65.0,5,5,93.40000000000038,0.0
65.0,2,2,93.40000000000038,0.0
65.0,0,0,93.40000000000038,0.0
65.0,9,9,93.40000000000038,0.0
65.0,4,4,93.40000000000038,0.0
66.0,7,7,93.30000000000038,0.0
66.0,1,1,93.30000000000038,0.0
66.0,6,6,93.30000000000038,0.0
66.0,8,8,93.30000000000038,0.0
66.0,3,3,93.30000000000038,0.0
66.0,5,5,93.30000000000038,0.0
66.0,2,2,93.30000000000038,0.0
66.0,0,0,93.30000000000038,0.0
66.0,9,9,93.30000000000038,0.0
66.0,4,4,93.30000000000038,0.0
67.0,7,7,93.20000000000039,0.0
67.0,1,1,93.20000000000039,0.0
67.0,6,6,93.20000000000039,0.0
67.0,8,8,93.20000000000039,0.0
67.0,3,3,93.20000000000039,0.0
67.0,5,5,93.20000000000039,0.0
67.0,2,2,93.20000000000039,0.0
67.0,0,0,93.20000000000039,0.0
67.0,9,9,93.20000000000039,0.0
67.0,4,4,93.20000000000039,0.0
68.0,7,7,93.10000000000039,0.0
68.0,1,1,93.10000000000039,0.0
68.0,6,6,93.10000000000039,0.0
68.0,8,8,93.10000000000039,0.0
68.0,3,3,93.10000000000039,0.0
68.0,5,5,93.10000000000039,0.0
68.0,2,2,93.10000000000039,0.0
68.0,0,0,93.10000000000039,0.0
68.0,9,9,93.10000000000039,0.0
68.0,4,4,93.10000000000039,0.0
69.0,7,7,93.0000000000004,0.0
69.0,1,1,93.0000000000004,0.0
69.0,6,6,93.0000000000004,0.0
69.0,8,8,93.0000000000004,0.0
69.0,3,3,93.0000000000004,0.0
69.0,5,5,93.0000000000004,0.0
69.0,2,2,93.0000000000004,0.0
69.0,0,0,93.0000000000004,0.0
69.0,9,9,93.0000000000004,0.0
69.0,4,4,93.0000000000004,0.0
70.0,7,7,92.9000000000004,0.0
70.0,1,1,92.9000000000004,0.0
70.0,6,6,92.9000000000004,0.0
70.0,8,8,92.9000000000004,0.0
70.0,3,3,92.9000000000004,0.0
70.0,5,5,92.9000000000004,0.0
70.0,2,2,92.9000000000004,0.0
